Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score,Product/Service,Category,Rating,Response Time (mins),Resolution Status
Neutral feeling about the experience.,Neutral,ChatSupport,2023-08-08 20:37:00,user10213,London,0.76,Delivery Service,Technical,5,44,Resolved
Service quality was consistent.,Neutral,IMDb,2023-06-01 09:39:00,user10214,Mumbai,0.88,Premium Plan,Technical,1,35,Resolved
Great quality and quick delivery.,Positive,Website Testimonial,2023-07-23 00:28:00,user10215,Mumbai,0.85,Delivery Service,Usability,5,51,Resolved
Chatbot was useless and unhelpful.,Negative,Twitter,2023-08-10 18:30:00,user10216,Singapore,0.89,Mobile App,Technical,4,155,Resolved
Amazing service!,Positive,Yelp,2023-09-27 06:33:00,user10217,Berlin,0.71,Website,Product Quality,5,45,Resolved
Loved the product!,Positive,Email,2023-07-10 14:03:00,user10218,Paris,0.94,Gift Card,Website Experience,2,23,Resolved
I will definitely recommend this to friends.,Positive,IMDb,2023-06-23 01:47:00,user10219,Berlin,0.74,Gift Card,Website Experience,3,73,Resolved
I will definitely recommend this to friends.,Positive,TripAdvisor,2023-09-18 15:06:00,user10220,New York,0.74,Subscription,Product Quality,4,158,Resolved
Slow response from team.,Negative,TripAdvisor,2023-08-22 07:51:00,user10221,Dubai,0.77,Mobile App,Customer Support,5,112,Resolved
Excellent support team.,Positive,Yelp,2023-06-17 08:29:00,user10222,Los Angeles,0.74,Website,Refund,1,142,Resolved
Website kept crashing.,Negative,TripAdvisor,2023-08-26 16:53:00,user10223,Paris,0.91,Gift Card,Delivery,2,147,Pending
User experience is fantastic.,Positive,Yelp,2023-07-04 14:59:00,user10224,Toronto,0.88,Subscription,Usability,3,49,Resolved
Experience was fair.,Neutral,Spotify,2023-08-19 19:36:00,user10225,Mumbai,0.72,Subscription,Usability,4,161,Resolved
Very satisfied with the response.,Positive,Amazon Reviews,2023-08-20 11:53:00,user10226,New York,0.76,Product B,Product Quality,4,156,Resolved
Website kept crashing.,Negative,Email,2023-07-18 21:30:00,user10227,Los Angeles,0.8,Product A,Refund,5,159,Resolved
Website kept crashing.,Negative,TripAdvisor,2023-08-28 20:23:00,user10228,Berlin,0.92,Delivery Service,Customer Support,3,58,Resolved
Chatbot was useless and unhelpful.,Negative,IMDb,2023-08-16 15:45:00,user10229,Dubai,0.75,Customer Portal,Customer Support,5,67,Escalated
"Terrible experience, very disappointed.",Negative,Email,2023-07-05 10:28:00,user10230,Mumbai,0.91,Product B,Billing,2,176,Escalated
Received wrong item.,Negative,IMDb,2023-08-29 16:00:00,user10231,Toronto,0.78,Customer Portal,Customer Support,3,103,Pending
Service quality was consistent.,Neutral,Twitter,2023-07-14 08:37:00,user10232,New York,0.75,Mobile App,Delivery,5,42,Resolved
Product quality is acceptable.,Neutral,Amazon Reviews,2023-07-13 14:01:00,user10233,Paris,0.87,Customer Portal,Technical,1,28,Resolved
Excellent support team.,Positive,ChatSupport,2023-07-18 05:15:00,user10234,New York,0.86,Product B,Technical,4,156,Pending
Website kept crashing.,Negative,Website Testimonial,2023-07-11 22:18:00,user10235,Paris,0.82,Product B,Refund,1,82,Pending
Very satisfied with the response.,Positive,Email,2023-08-11 09:09:00,user10236,Mumbai,0.73,Customer Portal,Website Experience,1,107,Resolved
Experience was fair.,Neutral,Yelp,2023-09-07 01:27:00,user10237,Paris,0.94,Subscription,Customer Support,5,155,Escalated
Loved the product!,Positive,IMDb,2023-08-03 01:00:00,user10238,New York,0.91,Mobile App,Billing,2,5,Pending
Product quality is acceptable.,Neutral,TripAdvisor,2023-08-24 11:48:00,user10239,Toronto,0.88,Subscription,Usability,1,90,Resolved
"It was okay, nothing special.",Neutral,Website Testimonial,2023-07-24 11:11:00,user10240,New York,0.76,Premium Plan,Billing,4,12,Resolved
Very satisfied with the response.,Positive,Email,2023-07-11 22:57:00,user10241,Paris,0.78,Subscription,Customer Support,1,43,Resolved
Experience was fair.,Neutral,Amazon Reviews,2023-09-16 23:14:00,user10242,Mumbai,0.78,Mobile App,Usability,1,108,Resolved
"Terrible experience, very disappointed.",Negative,Yelp,2023-06-25 15:35:00,user10243,New York,0.89,Premium Plan,Product Quality,3,94,Escalated
Received wrong item.,Negative,Spotify,2023-06-04 23:57:00,user10244,Berlin,0.83,Mobile App,Delivery,3,138,Resolved
Very satisfied with the response.,Positive,ChatSupport,2023-08-09 21:48:00,user10245,Singapore,0.9,Customer Portal,Billing,2,56,Pending
Experience was fair.,Neutral,ChatSupport,2023-08-11 08:24:00,user10246,Toronto,0.7,Customer Portal,Website Experience,4,32,Resolved
User experience is fantastic.,Positive,Spotify,2023-06-27 12:13:00,user10247,Mumbai,0.81,Delivery Service,Product Quality,1,106,Resolved
Service quality was consistent.,Neutral,TripAdvisor,2023-06-05 00:18:00,user10248,Toronto,0.92,Delivery Service,Customer Support,2,89,Resolved
Great quality and quick delivery.,Positive,Spotify,2023-06-25 22:04:00,user10249,Sydney,0.94,Product A,Refund,2,73,Resolved
Received wrong item.,Negative,Twitter,2023-06-03 16:52:00,user10250,Berlin,0.93,Product B,Website Experience,2,179,Resolved
Not worth the money.,Negative,ChatSupport,2023-07-29 17:41:00,user10251,Los Angeles,0.73,Mobile App,Product Quality,5,83,Resolved
Experience was fair.,Neutral,Amazon Reviews,2023-08-25 04:16:00,user10252,Singapore,0.9,Gift Card,Website Experience,3,167,Escalated
Service quality was consistent.,Neutral,Website Testimonial,2023-08-05 13:26:00,user10253,Dubai,0.83,Delivery Service,Technical,5,111,Resolved
"Met expectations, no issues.",Neutral,Amazon Reviews,2023-06-11 19:28:00,user10254,Los Angeles,0.93,Delivery Service,Billing,2,25,Resolved
"Terrible experience, very disappointed.",Negative,Email,2023-09-26 06:58:00,user10255,Berlin,0.9,Product B,Website Experience,4,160,Resolved
Not worth the money.,Negative,Twitter,2023-09-11 13:27:00,user10256,London,0.91,Delivery Service,Usability,2,171,Resolved
Product arrived damaged.,Negative,Spotify,2023-07-03 09:37:00,user10257,Paris,0.85,Delivery Service,Billing,3,129,Resolved
Customer support never replied.,Negative,Email,2023-09-21 16:55:00,user10258,Toronto,0.77,Premium Plan,Refund,4,133,Resolved
Customer care was top-notch.,Positive,Twitter,2023-08-13 09:20:00,user10259,Sydney,0.79,Premium Plan,Technical,1,25,Resolved
Average performance.,Neutral,Amazon Reviews,2023-07-30 00:52:00,user10260,Sydney,0.73,Website,Website Experience,4,125,Resolved
Service quality was consistent.,Neutral,TripAdvisor,2023-06-27 07:38:00,user10261,Los Angeles,0.78,Premium Plan,Billing,5,73,Escalated
Customer care was top-notch.,Positive,IMDb,2023-09-02 23:14:00,user10262,Singapore,0.88,Product A,Product Quality,3,112,Pending
Average performance.,Neutral,Twitter,2023-07-09 05:47:00,user10263,Toronto,0.91,Customer Portal,Delivery,5,115,Pending
Very satisfied with the response.,Positive,Website Testimonial,2023-08-04 06:23:00,user10264,Los Angeles,0.91,Mobile App,Refund,2,33,Resolved
"It was okay, nothing special.",Neutral,Website Testimonial,2023-07-17 19:03:00,user10265,Toronto,0.71,Gift Card,Delivery,4,115,Resolved
Fast and friendly communication.,Positive,Email,2023-06-22 19:03:00,user10266,Singapore,0.77,Premium Plan,Delivery,5,60,Resolved
Response time could be better.,Neutral,Amazon Reviews,2023-06-22 12:32:00,user10267,Toronto,0.82,Subscription,Website Experience,5,133,Resolved
Customer care was top-notch.,Positive,TripAdvisor,2023-08-27 00:52:00,user10268,Mumbai,0.74,Website,Usability,3,53,Resolved
Chat was fine but not great.,Neutral,Email,2023-08-08 05:02:00,user10269,Singapore,0.9,Mobile App,Product Quality,4,84,Escalated
Not worth the money.,Negative,Amazon Reviews,2023-07-15 12:29:00,user10270,Berlin,0.89,Customer Portal,Website Experience,3,21,Pending
Received wrong item.,Negative,TripAdvisor,2023-06-20 19:13:00,user10271,Berlin,0.92,Mobile App,Refund,5,36,Resolved
Excellent support team.,Positive,Email,2023-06-21 09:44:00,user10272,Toronto,0.87,Subscription,Customer Support,4,127,Pending
Product arrived damaged.,Negative,IMDb,2023-07-20 06:26:00,user10273,New York,0.76,Subscription,Product Quality,3,30,Resolved
Product quality is acceptable.,Neutral,ChatSupport,2023-07-19 07:53:00,user10274,Berlin,0.72,Gift Card,Refund,3,122,Resolved
Everything worked perfectly.,Positive,Yelp,2023-06-20 19:35:00,user10275,Toronto,0.72,Customer Portal,Usability,2,150,Resolved
Customer support never replied.,Negative,Website Testimonial,2023-09-10 13:44:00,user10276,London,0.91,Delivery Service,Technical,3,28,Resolved
"It was okay, nothing special.",Neutral,Spotify,2023-09-13 20:09:00,user10277,Toronto,0.72,Delivery Service,Website Experience,3,50,Resolved
Customer support never replied.,Negative,Amazon Reviews,2023-07-15 13:51:00,user10278,Paris,0.75,Premium Plan,Product Quality,2,138,Resolved
"Terrible experience, very disappointed.",Negative,TripAdvisor,2023-07-20 07:22:00,user10279,Mumbai,0.76,Gift Card,Refund,2,99,Pending
Delivery took too long.,Negative,ChatSupport,2023-07-19 21:00:00,user10280,London,0.77,Customer Portal,Billing,5,36,Escalated
Great quality and quick delivery.,Positive,TripAdvisor,2023-08-19 11:22:00,user10281,Paris,0.91,Customer Portal,Technical,1,102,Resolved
Very satisfied with the response.,Positive,Amazon Reviews,2023-06-28 15:28:00,user10282,Singapore,0.91,Premium Plan,Billing,3,68,Resolved
Excellent support team.,Positive,Amazon Reviews,2023-07-04 02:54:00,user10283,Berlin,0.84,Product B,Product Quality,1,85,Escalated
Product arrived damaged.,Negative,TripAdvisor,2023-09-11 19:35:00,user10284,Mumbai,0.75,Subscription,Customer Support,1,106,Resolved
"It was okay, nothing special.",Neutral,Email,2023-06-07 12:06:00,user10285,New York,0.78,Product A,Refund,1,9,Pending
Not worth the money.,Negative,Email,2023-06-26 14:31:00,user10286,London,0.82,Product B,Billing,3,151,Escalated
Not worth the money.,Negative,TripAdvisor,2023-09-27 19:36:00,user10287,Dubai,0.8,Product A,Product Quality,4,66,Resolved
"It was okay, nothing special.",Neutral,Spotify,2023-07-15 10:15:00,user10288,Paris,0.72,Customer Portal,Customer Support,3,46,Resolved
Great quality and quick delivery.,Positive,Spotify,2023-09-12 05:52:00,user10289,Los Angeles,0.91,Premium Plan,Website Experience,3,120,Resolved
"It was okay, nothing special.",Neutral,Website Testimonial,2023-07-01 12:53:00,user10290,Toronto,0.85,Product B,Product Quality,2,160,Resolved
"Met expectations, no issues.",Neutral,Website Testimonial,2023-09-23 17:08:00,user10291,Singapore,0.85,Gift Card,Refund,2,177,Resolved
Experience was fair.,Neutral,Twitter,2023-07-25 05:50:00,user10292,Singapore,0.81,Delivery Service,Usability,5,161,Escalated
"Met expectations, no issues.",Neutral,IMDb,2023-09-19 13:55:00,user10293,New York,0.72,Mobile App,Refund,5,85,Resolved
Experience was fair.,Neutral,Spotify,2023-06-13 17:38:00,user10294,Singapore,0.85,Subscription,Product Quality,1,86,Escalated
Everything worked perfectly.,Positive,Twitter,2023-07-05 10:25:00,user10295,Sydney,0.76,Product B,Product Quality,3,83,Resolved
Fast and friendly communication.,Positive,Twitter,2023-06-13 22:52:00,user10296,Toronto,0.89,Premium Plan,Website Experience,1,160,Pending
Amazing service!,Positive,Spotify,2023-09-12 16:08:00,user10297,Los Angeles,0.87,Website,Refund,1,110,Resolved
Product arrived damaged.,Negative,Amazon Reviews,2023-09-21 17:28:00,user10298,New York,0.94,Product A,Technical,1,35,Resolved
Chatbot was useless and unhelpful.,Negative,Spotify,2023-07-31 18:08:00,user10299,New York,0.84,Premium Plan,Customer Support,3,167,Resolved
Customer support never replied.,Negative,IMDb,2023-06-08 10:46:00,user10300,Los Angeles,0.9,Subscription,Billing,3,113,Resolved
Everything worked perfectly.,Positive,ChatSupport,2023-06-07 02:51:00,user10301,Los Angeles,0.78,Subscription,Billing,1,164,Escalated
Neutral feeling about the experience.,Neutral,ChatSupport,2023-06-19 16:07:00,user10302,Singapore,0.92,Website,Usability,5,42,Escalated
Service quality was consistent.,Neutral,Email,2023-06-27 15:14:00,user10303,London,0.9,Premium Plan,Delivery,2,55,Resolved
Fast and friendly communication.,Positive,Yelp,2023-06-21 13:01:00,user10304,Los Angeles,0.91,Premium Plan,Billing,2,116,Pending
Customer support never replied.,Negative,Spotify,2023-07-13 15:23:00,user10305,Berlin,0.83,Website,Customer Support,3,162,Resolved
Service quality was consistent.,Neutral,Spotify,2023-06-11 22:00:00,user10306,Sydney,0.89,Delivery Service,Billing,1,7,Resolved
Instructions were confusing.,Negative,Spotify,2023-06-28 12:14:00,user10307,Paris,0.9,Gift Card,Usability,2,116,Escalated
Average performance.,Neutral,IMDb,2023-06-06 22:46:00,user10308,Toronto,0.73,Mobile App,Refund,1,17,Resolved
Chat was fine but not great.,Neutral,ChatSupport,2023-08-04 12:27:00,user10309,Berlin,0.74,Product A,Billing,5,32,Resolved
User experience is fantastic.,Positive,TripAdvisor,2023-06-05 09:26:00,user10310,Berlin,0.92,Subscription,Billing,5,83,Resolved
Very satisfied with the response.,Positive,Spotify,2023-06-03 21:11:00,user10311,New York,0.74,Mobile App,Technical,2,177,Resolved
I will definitely recommend this to friends.,Positive,TripAdvisor,2023-07-17 10:06:00,user10312,Mumbai,0.71,Website,Usability,4,10,Pending
Fast and friendly communication.,Positive,ChatSupport,2023-09-24 23:32:00,user10313,Mumbai,0.74,Product A,Product Quality,4,131,Resolved
Great quality and quick delivery.,Positive,TripAdvisor,2023-07-26 06:54:00,user10314,Paris,0.82,Product A,Website Experience,4,111,Resolved
"It was okay, nothing special.",Neutral,Yelp,2023-08-18 01:44:00,user10315,Singapore,0.91,Gift Card,Delivery,3,155,Resolved
Experience was fair.,Neutral,IMDb,2023-09-08 04:48:00,user10316,Singapore,0.81,Delivery Service,Product Quality,4,94,Resolved
Fast and friendly communication.,Positive,Spotify,2023-07-18 17:17:00,user10317,Los Angeles,0.81,Delivery Service,Delivery,5,110,Resolved
Neutral feeling about the experience.,Neutral,Email,2023-06-10 16:46:00,user10318,Paris,0.77,Mobile App,Delivery,5,44,Resolved
Instructions were confusing.,Negative,Website Testimonial,2023-07-02 22:16:00,user10319,Sydney,0.73,Customer Portal,Delivery,4,102,Resolved
Received wrong item.,Negative,Website Testimonial,2023-07-09 02:32:00,user10320,New York,0.85,Customer Portal,Technical,4,81,Escalated
Service quality was consistent.,Neutral,Website Testimonial,2023-07-19 18:14:00,user10321,Berlin,0.73,Subscription,Usability,1,50,Resolved
Instructions were confusing.,Negative,Amazon Reviews,2023-08-11 10:19:00,user10322,Singapore,0.78,Subscription,Customer Support,1,127,Resolved
Product arrived damaged.,Negative,Twitter,2023-08-07 23:24:00,user10323,Toronto,0.86,Product B,Billing,3,54,Resolved
Fast and friendly communication.,Positive,ChatSupport,2023-07-15 14:53:00,user10324,Mumbai,0.79,Delivery Service,Billing,2,8,Resolved
Very satisfied with the response.,Positive,Yelp,2023-08-28 06:32:00,user10325,New York,0.82,Subscription,Customer Support,4,62,Resolved
Fast and friendly communication.,Positive,Twitter,2023-09-06 18:12:00,user10326,Singapore,0.91,Product A,Usability,5,51,Resolved
Service quality was consistent.,Neutral,ChatSupport,2023-06-20 12:59:00,user10327,Paris,0.79,Customer Portal,Website Experience,5,70,Resolved
Chatbot was useless and unhelpful.,Negative,Email,2023-06-22 13:16:00,user10328,New York,0.86,Website,Delivery,2,70,Pending
"Terrible experience, very disappointed.",Negative,IMDb,2023-06-27 15:04:00,user10329,Los Angeles,0.74,Delivery Service,Product Quality,2,94,Resolved
Customer support never replied.,Negative,TripAdvisor,2023-06-27 09:22:00,user10330,London,0.8,Premium Plan,Website Experience,2,141,Pending
Customer care was top-notch.,Positive,IMDb,2023-09-18 12:42:00,user10331,Berlin,0.7,Delivery Service,Delivery,3,57,Resolved
Customer care was top-notch.,Positive,Amazon Reviews,2023-08-08 15:49:00,user10332,New York,0.86,Gift Card,Delivery,5,177,Resolved
Delivery took too long.,Negative,Website Testimonial,2023-09-22 14:52:00,user10333,London,0.85,Subscription,Delivery,5,20,Pending
Website kept crashing.,Negative,Amazon Reviews,2023-09-09 02:49:00,user10334,Los Angeles,0.83,Product A,Product Quality,2,121,Resolved
Very satisfied with the response.,Positive,Yelp,2023-06-16 10:24:00,user10335,Dubai,0.94,Premium Plan,Delivery,5,168,Resolved
Response time could be better.,Neutral,Email,2023-07-09 16:05:00,user10336,Los Angeles,0.73,Product B,Usability,5,147,Pending
Loved the product!,Positive,Yelp,2023-08-27 21:48:00,user10337,Sydney,0.81,Customer Portal,Refund,2,67,Pending
Everything worked perfectly.,Positive,Website Testimonial,2023-06-02 21:35:00,user10338,Berlin,0.76,Subscription,Website Experience,2,173,Resolved
Average performance.,Neutral,Email,2023-07-06 21:31:00,user10339,London,0.82,Product A,Customer Support,4,149,Escalated
User experience is fantastic.,Positive,Twitter,2023-09-23 13:18:00,user10340,Mumbai,0.86,Product B,Billing,2,137,Pending
Product quality is acceptable.,Neutral,Yelp,2023-08-30 21:13:00,user10341,Sydney,0.9,Premium Plan,Billing,3,114,Resolved
Experience was fair.,Neutral,IMDb,2023-07-18 08:51:00,user10342,New York,0.84,Delivery Service,Billing,1,24,Pending
Customer support never replied.,Negative,Website Testimonial,2023-08-11 11:27:00,user10343,London,0.82,Gift Card,Refund,5,27,Pending
"It was okay, nothing special.",Neutral,ChatSupport,2023-06-25 23:26:00,user10344,Singapore,0.85,Customer Portal,Usability,3,23,Pending
Great quality and quick delivery.,Positive,Yelp,2023-08-25 01:03:00,user10345,Singapore,0.71,Delivery Service,Delivery,2,78,Resolved
Neither good nor bad.,Neutral,Email,2023-07-29 07:40:00,user10346,Mumbai,0.8,Mobile App,Refund,4,31,Escalated
Response time could be better.,Neutral,Spotify,2023-07-03 11:12:00,user10347,Berlin,0.86,Delivery Service,Usability,4,49,Resolved
Chatbot was useless and unhelpful.,Negative,Twitter,2023-09-20 21:14:00,user10348,Sydney,0.84,Product B,Refund,2,13,Resolved
Chatbot was useless and unhelpful.,Negative,TripAdvisor,2023-08-01 13:39:00,user10349,New York,0.8,Premium Plan,Website Experience,5,17,Resolved
